Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
21,28.07,39.6,East Annfurt,2739,Month-to-Month,United States,2710-KJELO,Churned,0,1,Female,1,3,"36.525378, -121.671621",36.525378,-121.671621,1,93.45,0,0,9,Offer C,0,1,0,1,Credit Card,0,86512,0,Q3,1,3,0,California,1,0,0,38,3518.29,0,1432.45,0,4950.74,1,1,92497,1
55,8.52,0.31,Crawfordberg,2598,Month-to-Month,United States,6710-KLDLW,Stayed,0,0,Female,0,,"35.180129, -123.168258",35.180129,-123.168258,0,10.71,1,0,0,Offer C,0,0,1,0,Credit Card,1,72230,0,Q3,0,3,0,California,0,0,0,44,433.24,0,13.99,0,447.23,0,0,93597,0
47,13.07,0,South Laura,2683,Month-to-Month,United States,6010-DJSLO,Joined,0,0,Male,0,,"38.458611, -114.923797",38.458611,-114.923797,0,35.89,1,0,0,Offer D,0,0,1,1,Credit Card,1,83111,0,Q3,0,1,0,California,0,0,0,32,1132.86,0,0,0,1132.86,0,0,93610,0
47,0,17.89,Melissaland,4087,Two Year,United States,5069-JLNMA,Stayed,2,0,Male,1,2,"41.831787, -115.451508",41.831787,-115.451508,1,45.14,0,2,0,Offer A,0,1,1,0,Credit Card,0,77740,0,Q3,0,5,0,California,0,1,1,31,1421.58,0,609.21,0,2030.79,0,0,93397,0
38,49.6,10.6,Richardfurt,3498,Month-to-Month,United States,4756-SHBTW,Joined,2,0,Female,0,,"39.833698, -122.379511",39.833698,-122.379511,0,60.46,0,2,0,Offer A,0,0,1,1,Credit Card,0,10675,0,Q3,0,3,0,California,0,0,0,29,1652.55,0,309.02,0,1961.57,0,0,95613,0
29,0,0,South Jill,3045,Two Year,United States,1002-RNJSB,Churned,0,0,Male,1,1,"37.758151, -123.956284",37.758151,-123.956284,0,66.41,0,0,1,Offer B,1,1,1,0,Bank Withdrawal,0,31628,1,Q3,1,4,0,California,1,0,0,44,2651.45,0,0,0,2651.45,1,1,92622,1
34,67.68,0,West Deniseview,4204,Month-to-Month,United States,8852-NBSVM,Stayed,0,0,Female,0,,"35.022119, -117.955654",35.022119,-117.955654,0,49.3,1,0,0,Offer A,0,0,0,0,Credit Card,1,46461,0,Q3,0,2,0,California,0,0,0,34,1812.6,0,0,0,1812.6,0,0,90899,0
71,34.81,0,Everettport,6429,Two Year,United States,8992-YNDGJ,Stayed,3,0,Male,1,1,"38.320779, -121.867854",38.320779,-121.867854,0,41.3,1,3,0,Offer D,0,0,1,1,Bank Withdrawal,1,99295,0,Q3,0,2,1,California,1,1,1,1,39.27,0,0,0,39.27,0,0,90768,0
78,0,0,East Matthewville,5724,Two Year,United States,3138-JZJNR,Joined,0,0,Male,0,,"34.346126, -118.964259",34.346126,-118.964259,1,92.96,0,0,3,Offer E,0,0,0,0,Bank Withdrawal,0,18649,0,Q3,1,1,1,California,0,0,0,1,95.18,0,0,17.05,78.13,0,0,94600,0
28,0,0,Courtneyhaven,6420,One Year,United States,8539-HKWDV,Joined,0,1,Female,1,3,"41.864351, -123.537067",41.864351,-123.537067,1,46.02,0,0,0,Offer B,1,0,0,0,Bank Withdrawal,1,100535,0,Q3,0,3,0,California,0,1,1,20,847.26,0,0,0,847.26,1,0,92236,0
68,21.29,43.58,West Bradley,5629,Two Year,United States,4831-MLWIW,Stayed,0,1,Male,1,3,"33.634621, -115.177909",33.634621,-115.177909,0,63.83,0,0,0,Offer B,0,1,1,0,Credit Card,1,86476,1,Q3,0,3,1,California,1,0,0,53,3575.49,89.2,2493.15,0,6157.84,0,0,94256,0
51,18.66,34.82,Brandonbury,2281,Month-to-Month,United States,1450-DGOSA,Stayed,1,1,Male,1,3,"38.331978, -118.46037",38.331978,-118.46037,0,68.83,0,1,1,Offer E,0,1,0,0,Bank Withdrawal,1,41544,0,Q3,1,2,0,California,0,0,1,47,3111.72,70.48,1684.45,0,4866.65,0,1,91762,0
38,39.99,0,Lopezchester,5830,Month-to-Month,United States,4321-PSFBT,Stayed,0,0,Male,0,,"36.200343, -120.650082",36.200343,-120.650082,1,54.71,0,0,8,Offer B,0,0,0,0,Bank Withdrawal,0,9691,0,Q3,1,4,0,California,0,0,0,51,2527.53,0,0,0,2527.53,0,0,94988,0
51,62.87,11,Vargashaven,4960,Month-to-Month,United States,2087-PMPCI,Stayed,0,0,Female,1,3,"41.745848, -120.23546",41.745848,-120.23546,1,97.05,0,0,4,Offer E,1,0,0,0,Bank Withdrawal,0,11697,0,Q3,1,4,0,California,1,1,1,15,1402.44,24.98,176.02,0,1603.44,0,1,95988,0
48,22.46,33.84,West Randall,6368,Month-to-Month,United States,7993-QOXKK,Stayed,2,0,Female,0,,"34.605241, -119.537065",34.605241,-119.537065,0,71.13,0,2,0,Offer D,0,0,1,1,Bank Withdrawal,0,71292,0,Q3,0,2,0,California,0,0,0,38,2808.97,0,1390.67,0,4199.64,0,0,90330,0
49,26.4,30.71,Port Tyler,5644,Month-to-Month,United States,4891-RZWHS,Joined,0,0,Male,0,,"39.776254, -116.673316",39.776254,-116.673316,0,95.32,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,77993,0,Q3,0,3,0,California,0,0,0,1,93.57,0,32.08,0,125.65,0,0,91603,0
39,0,45.3,Lake Reginaport,6498,Two Year,United States,1275-SNDQS,Joined,0,0,Male,0,,"33.794677, -114.219113",33.794677,-114.219113,0,114.53,0,0,4,,0,0,0,0,Bank Withdrawal,1,34638,0,Q3,1,3,0,California,0,0,0,34,3861.72,0,1595.98,0,5457.7,0,0,91014,0
29,40.31,17.44,Lake David,2998,One Year,United States,7579-KCIUQ,Joined,1,0,Male,0,,"39.152213, -117.693603",39.152213,-117.693603,0,64.51,1,1,0,Offer A,0,0,1,0,Credit Card,1,51622,0,Q3,0,5,0,California,0,0,0,6,348.65,0,94.65,0,443.3,1,0,92962,0
33,0,32.03,Mercadoville,4625,Two Year,United States,2911-WXWFT,Stayed,0,0,Male,1,3,"33.930123, -123.649906",33.930123,-123.649906,0,111.23,0,0,0,Offer D,1,0,1,1,Credit Card,0,6163,0,Q3,0,5,0,California,0,0,1,1,121.83,0,31.09,0,152.92,0,1,92258,0
47,11.81,18.17,Port Kendramouth,5101,Month-to-Month,United States,6189-ESMUY,Stayed,3,1,Male,1,2,"38.483448, -119.636825",38.483448,-119.636825,0,105.28,0,3,9,Offer A,0,1,0,1,Bank Withdrawal,0,35861,1,Q3,1,5,0,California,1,0,0,40,4587.24,0,736.72,0,5323.96,0,0,96101,0
55,46.06,48.57,Thompsonton,5366,Month-to-Month,United States,9781-NIANL,Stayed,0,0,Male,0,,"35.793557, -122.615725",35.793557,-122.615725,0,69.02,0,0,4,,0,0,0,0,Bank Withdrawal,1,34192,0,Q3,1,2,0,California,0,0,0,1,71.63,0,45.54,0,117.17,0,0,94039,0
36,18.19,42.16,New Beth,6142,Month-to-Month,United States,3516-MVPJK,Stayed,0,0,Male,0,,"36.508041, -124.2822",36.508041,-124.2822,0,110.02,0,0,3,Offer E,0,0,1,1,Bank Withdrawal,1,99330,0,Q3,1,4,0,California,0,0,0,62,7187.6,0,2714.24,0,9901.84,0,0,95073,0
18,20.54,38.88,Jacksonhaven,3220,Month-to-Month,United States,9195-NQOTL,Joined,0,0,Female,1,1,"39.008054, -121.274213",39.008054,-121.274213,0,74.97,1,0,9,Offer C,1,1,1,1,Credit Card,1,85108,1,Q3,1,4,0,California,0,0,1,15,1214.42,0,551.52,0,1765.94,1,0,90979,0
35,0,0,East Laura,2800,One Year,United States,9461-RWYIU,Stayed,2,0,Male,1,2,"35.353389, -116.770628",35.353389,-116.770628,1,54.89,1,2,6,Offer E,0,1,1,1,Bank Withdrawal,1,39470,0,Q3,1,3,0,California,1,1,1,30,1690.6,0,0,0,1690.6,0,0,93033,0
31,46.53,35.48,Manningtown,5323,One Year,United States,8319-RPCTY,Stayed,0,1,Female,1,1,"33.281526, -114.392515",33.281526,-114.392515,0,50.78,0,0,5,Offer B,1,1,1,0,Bank Withdrawal,0,46014,1,Q3,1,1,0,California,1,0,0,1,49.56,0,36.73,0,86.29,0,1,94610,0
76,39.53,0.59,East Thomasmouth,4140,One Year,United States,3337-TGKBI,Churned,0,1,Female,1,2,"37.03967, -115.693401",37.03967,-115.693401,0,71.57,0,0,0,Offer C,1,1,0,1,Bank Withdrawal,0,94251,1,Q3,0,5,1,California,0,0,0,2,141.08,99.27,1.27,0,241.62,0,1,92015,1
49,40.19,17.98,West Susanton,2446,Month-to-Month,United States,2549-WKPDU,Joined,1,1,Female,1,3,"41.472413, -122.523538",41.472413,-122.523538,0,95.21,0,1,0,Offer C,1,0,0,0,Bank Withdrawal,1,9348,1,Q3,0,1,0,California,0,1,0,39,3659.09,0,657.33,0,4316.42,0,0,90178,0
44,22.97,0,Karentown,3937,Month-to-Month,United States,4050-JETSN,Joined,0,0,Male,0,,"36.296543, -116.715554",36.296543,-116.715554,0,88.72,0,0,0,Offer B,0,0,1,1,Credit Card,1,58211,0,Q3,0,5,0,California,0,0,0,30,2835.95,0,0,0,2835.95,0,0,90216,0
52,6.46,0,Cathyberg,4775,One Year,United States,891-DLBBM,Churned,2,0,Male,0,,"41.600764, -114.400462",41.600764,-114.400462,1,57.62,0,2,0,Offer C,0,0,1,0,Credit Card,0,46355,0,Q3,0,1,0,California,0,0,0,1,52.47,0,0,0,52.47,0,0,91342,1
38,48.25,49.73,Salazarshire,2787,Month-to-Month,United States,286-AZRCS,Stayed,0,0,Male,1,3,"37.904415, -123.466778",37.904415,-123.466778,0,64.43,0,0,5,Offer A,0,0,0,0,Bank Withdrawal,0,73619,0,Q3,1,5,0,California,0,0,0,16,942.16,0,841.81,0,1783.97,0,1,95338,0
24,35.97,13.89,North Timothy,4689,Month-to-Month,United States,8383-IGTVO,Churned,0,1,Male,1,3,"37.193139, -121.710881",37.193139,-121.710881,1,75.72,0,0,0,Offer A,1,0,1,0,Credit Card,0,85115,0,Q3,0,4,0,California,1,1,0,29,2306.29,0,424.54,12.13,2718.7,1,1,92202,1
39,0,47.91,North Brittanyburgh,2691,Month-to-Month,United States,8170-BXYNH,Joined,2,0,Female,0,,"34.279253, -119.467985",34.279253,-119.467985,0,61.11,1,2,0,Offer D,0,0,0,0,Credit Card,1,19762,0,Q3,0,1,0,California,0,0,0,12,697.45,0,556.49,0,1253.94,0,0,93451,0
81,36.12,46.38,Lawsonland,5321,One Year,United States,1062-UPJPS,Churned,0,0,Female,0,,"35.515379, -114.913871",35.515379,-114.913871,0,96.88,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,0,16801,0,Q3,0,2,1,California,0,0,0,1,95.32,0,42.22,5.3,132.24,0,0,95717,1
52,30.8,19.97,Barberbury,3658,Two Year,United States,5351-RHZZZ,Stayed,0,0,Male,0,,"36.237618, -123.307434",36.237618,-123.307434,0,74.33,0,0,4,Offer C,0,0,1,0,Credit Card,0,41150,0,Q3,1,3,0,California,0,0,0,1,71.09,0,21.39,0,92.48,0,0,93691,0
29,0,8.49,West Markland,5236,One Year,United States,8474-BLYSD,Churned,0,1,Female,1,1,"36.172161, -123.183488",36.172161,-123.183488,0,34.05,1,0,0,Offer E,0,0,1,1,Credit Card,1,84757,0,Q3,0,5,0,California,1,0,1,48,1763.16,0,427.11,0,2190.27,1,0,94820,1
60,39.86,0,North Martinberg,5420,One Year,United States,9413-XDHNM,Joined,2,1,Female,1,2,"38.535308, -116.124408",38.535308,-116.124408,1,50.41,0,2,5,Offer C,1,1,0,0,Bank Withdrawal,0,33522,0,Q3,1,3,0,California,1,1,0,8,396.47,0,0,0,396.47,0,0,94640,0
21,55.58,0,Barrbury,6065,One Year,United States,887-QALAX,Churned,2,0,Male,1,3,"36.787566, -116.090907",36.787566,-116.090907,1,94.27,0,2,3,Offer A,0,1,0,0,Bank Withdrawal,0,11752,1,Q3,1,1,0,California,0,0,0,45,4381.43,0,0,0,4381.43,1,0,92448,1
66,20.08,49.36,West Alyssa,2751,One Year,United States,2849-APOLW,Churned,2,0,Female,1,1,"34.262881, -121.274571",34.262881,-121.274571,0,38.16,0,2,10,Offer E,1,1,0,0,Bank Withdrawal,0,34873,1,Q3,1,5,1,California,1,1,0,51,1794.86,0,2578.21,0,4373.07,0,0,93983,1
39,46.45,41.29,West Kevin,3263,Month-to-Month,United States,8036-LCNFP,Churned,0,0,Female,1,2,"34.150476, -118.564692",34.150476,-118.564692,0,62.81,1,0,0,Offer A,1,0,1,1,Bank Withdrawal,1,17010,1,Q3,0,2,0,California,0,0,0,41,2744.65,0,1545.91,22.32,4268.24,0,1,95384,1
65,67.69,10.17,North Andrea,5113,Month-to-Month,United States,6027-VETXE,Stayed,0,0,Female,1,2,"34.422512, -122.829082",34.422512,-122.829082,0,78.22,1,0,0,Offer E,1,1,0,0,Bank Withdrawal,1,76357,0,Q3,0,3,1,California,1,0,1,34,2847.57,1.98,346.21,0,3195.76,0,0,94035,0
53,44.12,25.14,West Mary,4146,Month-to-Month,United States,2686-BSMGB,Churned,3,0,Female,0,,"32.783923, -115.434059",32.783923,-115.434059,0,85.28,0,3,10,Offer B,0,0,1,1,Credit Card,1,31600,0,Q3,1,1,0,California,0,0,0,55,4632.86,0,1440.22,0,6073.08,0,0,92998,1
39,8.69,0,South Edward,2143,Month-to-Month,United States,6615-MLFRC,Joined,0,1,Female,1,2,"37.015385, -118.436723",37.015385,-118.436723,1,50.07,0,0,7,Offer B,0,0,1,1,Bank Withdrawal,0,71664,1,Q3,1,2,0,California,0,1,1,57,2733.3,14.94,0,0,2748.24,0,1,90753,0
68,2.48,28.59,New Penny,4218,Two Year,United States,7404-RRXUO,Churned,0,1,Male,1,2,"40.597929, -116.78917",40.597929,-116.78917,1,71.73,0,0,0,Offer D,1,1,0,0,Bank Withdrawal,0,94361,0,Q3,1,1,1,California,1,1,1,24,1615.18,0,739.42,0,2354.6,0,1,93310,1
29,15.65,48.23,West Veronica,2973,Month-to-Month,United States,8144-ICRWM,Joined,2,0,Male,1,3,"36.07118, -117.026004",36.07118,-117.026004,0,49.38,0,2,0,Offer E,1,0,0,1,Credit Card,1,569,1,Q3,0,5,0,California,1,0,1,25,1292.46,0,1278.32,0,2570.78,1,0,94373,0
47,23.77,0,Lake Dennis,4006,One Year,United States,106-TELHO,Stayed,0,0,Male,0,,"40.505352, -119.880376",40.505352,-119.880376,1,87.02,0,0,8,Offer B,0,0,0,1,Bank Withdrawal,1,13888,0,Q3,1,3,0,California,0,0,0,5,434.25,0,0,30.14,404.11,0,0,91075,0
55,0,26.35,North Mariahaven,2878,Month-to-Month,United States,7629-MKUVX,Churned,0,0,Male,0,,"35.467846, -120.409515",35.467846,-120.409515,1,89.22,1,0,0,Offer A,0,0,0,0,Credit Card,1,66878,0,Q3,0,2,0,California,0,0,0,14,1145.58,0,372.43,0,1518.01,0,0,93658,1
55,3.45,15.07,Moorebury,4535,Two Year,United States,742-OZGZR,Churned,0,0,Female,0,,"35.812448, -114.552071",35.812448,-114.552071,0,36.03,0,0,0,Offer B,0,0,1,1,Bank Withdrawal,1,16181,0,Q3,0,2,0,California,0,0,0,21,762.86,0,300.78,0,1063.64,0,0,92913,1
37,40.96,0.18,Port Jamesfort,4639,Month-to-Month,United States,3126-IEGPA,Churned,0,0,Female,0,,"32.586406, -117.466704",32.586406,-117.466704,0,81.9,0,0,8,Offer E,0,0,1,1,Bank Withdrawal,0,66620,0,Q3,1,5,0,California,0,0,0,10,810.55,45.54,1.8,0,857.89,0,0,94070,1
50,10.06,21.45,Simpsonshire,4166,Two Year,United States,2146-YKWUB,Stayed,0,0,Female,1,1,"32.857525, -115.695331",32.857525,-115.695331,0,107.06,0,0,1,,1,1,0,0,Bank Withdrawal,0,48106,1,Q3,1,2,0,California,1,0,1,26,2816.6,0,507.32,0,3323.92,0,0,95730,0
31,53.19,17.08,Blackhaven,3857,Month-to-Month,United States,8863-ZJCBT,Stayed,0,0,Female,0,,"34.390885, -119.298136",34.390885,-119.298136,0,33.63,0,0,6,,0,0,0,0,Bank Withdrawal,0,24220,0,Q3,1,1,0,California,0,0,0,64,2243.03,0,1078.93,1.98,3319.98,0,0,90456,0
18,0,21.55,Lake Richard,5329,Two Year,United States,5086-PMSAS,Stayed,1,1,Female,1,3,"36.221502, -117.580502",36.221502,-117.580502,1,55.8,0,1,3,Offer B,1,1,1,1,Bank Withdrawal,0,85473,0,Q3,1,5,0,California,1,0,0,80,4653.6,51.07,1675.56,0,6380.23,1,1,90645,0
38,0,0.99,Breannamouth,2964,Month-to-Month,United States,5731-CTQRE,Stayed,2,0,Male,1,2,"37.348371, -117.538678",37.348371,-117.538678,0,10.7,0,2,0,Offer C,0,1,1,0,Credit Card,0,53625,1,Q3,0,5,0,California,1,1,0,42,446.82,0,38.79,0,485.61,0,1,93732,0
47,0,46.21,New Antoniobury,4724,Two Year,United States,7489-HAAHZ,Churned,1,0,Male,0,,"41.318397, -120.307342",41.318397,-120.307342,0,63.5,1,1,4,Offer E,0,0,0,1,Credit Card,1,53047,0,Q3,1,2,0,California,0,0,0,34,2112.7,0,1688.14,0,3800.84,0,0,90580,1
36,30.88,32.24,Crawfordfort,6129,Month-to-Month,United States,7713-RVGVK,Joined,0,0,Female,0,,"34.529036, -122.420412",34.529036,-122.420412,0,64.6,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,44449,0,Q3,0,2,0,California,0,0,0,23,1482.12,0,751.53,0,2233.65,0,0,94268,0
36,4.46,0,Lake Andrewbury,5262,Two Year,United States,8065-HXEVD,Joined,1,0,Male,0,,"41.884711, -123.615383",41.884711,-123.615383,0,93.45,0,1,10,Offer C,0,0,1,0,Bank Withdrawal,0,21028,0,Q3,1,5,0,California,0,0,0,34,3111.57,0,0,0,3111.57,0,0,95939,0
35,11.14,28.88,New Alice,3501,Two Year,United States,5664-ITPVM,Joined,0,0,Male,1,3,"35.704691, -118.438182",35.704691,-118.438182,1,35.6,1,0,0,Offer E,0,1,0,1,Bank Withdrawal,1,18744,1,Q3,0,5,0,California,0,0,0,46,1487.46,0,1335.62,0,2823.08,0,0,90633,0
28,7.65,42.63,Lake Jamesside,4981,Month-to-Month,United States,7108-WNAAN,Stayed,0,0,Male,0,,"38.673434, -116.458077",38.673434,-116.458077,1,35.58,1,0,10,,0,0,0,0,Bank Withdrawal,1,82090,0,Q3,1,3,0,California,0,0,0,32,1134.36,0,1390.07,0,2524.43,1,0,93706,0
58,16,42.99,East Aaron,6142,Two Year,United States,9883-BMRAJ,Joined,0,0,Female,1,3,"41.927912, -122.021225",41.927912,-122.021225,0,92.85,1,0,0,Offer B,1,1,0,0,Credit Card,1,79287,1,Q3,0,1,0,California,0,1,0,1,92.72,0,46.6,0,139.32,0,0,94116,0
34,7.73,8.61,West Kimberly,2318,Two Year,United States,4697-QADYG,Joined,0,1,Female,1,2,"39.067265, -120.165261",39.067265,-120.165261,0,52.92,1,0,0,Offer B,1,1,0,0,Bank Withdrawal,1,56707,1,Q3,0,3,0,California,0,1,0,42,2096.37,0,384.51,0,2480.88,0,0,95374,0
73,21.12,33.69,Lake Austinton,2800,Two Year,United States,4018-BZWRH,Churned,0,0,Female,0,,"35.206444, -118.855576",35.206444,-118.855576,1,79.11,1,0,7,Offer A,0,0,1,0,Bank Withdrawal,1,56787,0,Q3,1,3,1,California,0,0,0,29,2195.33,27.83,920.03,0,3143.19,0,0,91487,1
27,20.24,19.17,North Katherine,3866,Two Year,United States,9637-YQTED,Joined,2,0,Male,0,,"33.557009, -121.015226",33.557009,-121.015226,0,80.95,1,2,0,Offer C,0,0,0,1,Bank Withdrawal,1,8918,0,Q3,0,1,0,California,0,0,0,9,689.65,71.16,184.81,0,945.62,1,0,95791,0
72,3.27,48.86,Davischester,2580,Month-to-Month,United States,5104-TYNIQ,Joined,0,1,Male,1,2,"40.03775, -119.508635",40.03775,-119.508635,0,57.59,0,0,2,Offer D,1,1,1,1,Credit Card,0,21245,0,Q3,1,3,1,California,1,0,1,19,1059.14,99.97,841.03,0,2000.14,0,1,94962,0
35,0,8.96,Lewisville,2142,Month-to-Month,United States,1369-TPRTI,Joined,0,0,Female,1,3,"41.009288, -116.971904",41.009288,-116.971904,0,20.42,1,0,0,Offer B,0,1,1,0,Bank Withdrawal,1,818,1,Q3,0,1,0,California,1,1,1,98,1846.56,0,819.32,0,2665.88,0,1,90681,0
55,35.34,8.87,New Melissaside,2794,Month-to-Month,United States,4159-OIJBF,Joined,1,0,Female,0,,"39.119179, -118.856384",39.119179,-118.856384,0,86.17,0,1,9,Offer D,0,0,0,0,Credit Card,0,15556,0,Q3,1,5,0,California,0,0,0,53,4467.44,0,476.19,0,4943.63,0,0,91580,0
81,41.96,33.59,Masonstad,4470,Two Year,United States,6700-NBSFA,Churned,0,0,Male,0,,"40.804123, -117.870487",40.804123,-117.870487,1,102.18,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,0,29043,0,Q3,0,2,1,California,0,0,0,14,1545.67,15.57,464.73,0,2025.97,0,0,91676,1
48,12.17,15.88,Sharonstad,3277,One Year,United States,1134-XWCPO,Joined,2,0,Male,0,,"35.606596, -117.36325",35.606596,-117.36325,1,20.05,0,2,8,Offer D,0,0,1,0,Credit Card,0,76833,0,Q3,1,4,0,California,0,0,0,25,501.56,8.19,425.46,0,935.21,0,0,94686,0
47,9.95,27.5,Solisburgh,5424,Month-to-Month,United States,5365-QSQSC,Joined,0,0,Male,0,,"36.263035, -122.740544",36.263035,-122.740544,0,65.5,0,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,81380,0,Q3,0,2,0,California,0,0,0,34,2361.11,0,916.73,0,3277.84,0,0,91229,0
34,0,39.13,Lindabury,4880,Month-to-Month,United States,3269-AAGIB,Joined,2,1,Female,1,2,"38.664948, -122.96086",38.664948,-122.96086,0,28.98,0,2,4,Offer A,0,0,1,0,Credit Card,1,3036,1,Q3,1,4,0,California,0,0,1,35,952.16,0,1248.13,0,2200.29,0,0,90293,0
50,37.31,0,Port Michael,3601,Month-to-Month,United States,199-QSXSI,Churned,1,0,Male,1,3,"35.512446, -119.8137",35.512446,-119.8137,1,38.94,0,1,10,,0,1,0,0,Bank Withdrawal,0,17308,0,Q3,1,1,0,California,1,1,0,74,3059.8,83.72,0,0,3143.52,0,1,93879,1
50,11.27,19.47,New Beckyberg,3145,One Year,United States,1896-TNPAS,Joined,0,1,Male,1,3,"38.853107, -119.164948",38.853107,-119.164948,0,60.61,0,0,4,,1,1,1,1,Bank Withdrawal,1,81381,1,Q3,1,3,0,California,1,0,1,28,1579.4,89.49,495.39,0,2164.28,0,0,90506,0
34,41.42,0,Fisherhaven,2936,Two Year,United States,2679-MTZER,Stayed,1,1,Female,1,3,"34.831819, -118.240147",34.831819,-118.240147,1,101.24,1,1,4,Offer E,1,1,1,0,Bank Withdrawal,1,85329,0,Q3,1,5,0,California,0,0,1,47,4723.52,0,0,0,4723.52,0,0,94070,0
61,13.39,1.44,West Jessica,4431,Two Year,United States,7202-JYXUX,Joined,0,0,Male,0,,"34.893674, -123.189144",34.893674,-123.189144,1,42.38,0,0,0,,0,0,1,1,Bank Withdrawal,0,52266,0,Q3,0,3,0,California,0,0,0,26,1030.62,0,40.1,0,1070.72,0,0,95985,0
32,27.05,25.29,East Catherineville,2987,Two Year,United States,3408-YMEHG,Churned,1,0,Female,0,,"34.527798, -114.267642",34.527798,-114.267642,1,45.12,1,1,0,Offer B,0,0,0,1,Bank Withdrawal,1,38553,0,Q3,0,5,0,California,0,0,0,11,491.77,0,266.5,0,758.27,0,0,91307,1
59,32.76,49.01,Owensstad,3621,One Year,United States,3093-EZDYP,Churned,1,1,Male,1,3,"33.10571, -121.022924",33.10571,-121.022924,0,25.23,1,1,8,,0,0,0,1,Credit Card,1,60302,0,Q3,1,1,0,California,1,1,0,1,23.26,0,44.44,0,67.7,0,0,91768,1
48,0,16.29,Port Samantha,3768,Two Year,United States,3369-MUXWT,Stayed,0,0,Female,1,2,"35.800249, -122.890658",35.800249,-122.890658,0,47.97,0,0,6,Offer D,1,0,1,0,Mailed Check,0,49298,0,Q3,1,3,0,California,0,1,1,78,4099.91,6.25,1357.85,0,5464.01,0,1,91406,0
52,17.93,13.4,West Cheryl,3600,Month-to-Month,United States,186-UDPTN,Churned,0,0,Female,0,,"33.890592, -123.062727",33.890592,-123.062727,1,93.94,0,0,5,Offer A,0,0,0,0,Bank Withdrawal,0,23683,0,Q3,1,1,0,California,0,0,0,35,3349.34,0,470.34,0,3819.68,0,0,95446,1
38,39.68,27.99,Kelleyside,3979,One Year,United States,5464-TYWJS,Churned,0,1,Male,1,2,"39.085358, -121.055747",39.085358,-121.055747,1,38.22,0,0,3,Offer C,0,0,0,1,Credit Card,1,93403,0,Q3,1,4,0,California,0,0,1,53,1895.07,3.06,1454.28,0,3352.41,0,0,93226,1
36,55.95,33.77,Johnsonville,6391,Two Year,United States,737-PBYHA,Joined,1,0,Male,0,,"34.423288, -119.266944",34.423288,-119.266944,1,50.2,0,1,5,Offer A,0,0,0,0,Bank Withdrawal,1,28666,0,Q3,1,4,0,California,0,0,0,6,319.99,0,183.85,0,503.84,0,0,91689,0
18,42.56,3.84,Josephshire,3312,Month-to-Month,United States,1553-HWXEG,Stayed,1,0,Male,0,,"37.748983, -121.206555",37.748983,-121.206555,1,56.37,1,1,0,Offer B,0,0,1,1,Credit Card,1,85330,0,Q3,0,2,0,California,0,0,0,4,240.7,18.47,16.8,0,275.97,1,0,94870,0
59,20.28,0,New Stephen,3608,Two Year,United States,3159-LRPWD,Churned,0,0,Female,0,,"39.347503, -121.420078",39.347503,-121.420078,0,25.43,1,0,4,Offer E,0,0,0,1,Bank Withdrawal,1,28017,0,Q3,1,5,0,California,0,0,0,21,534.5,23.3,0,0,557.8,0,0,93053,1
22,28.46,0,Justinview,2868,Month-to-Month,United States,321-ZMOAA,Stayed,0,0,Male,0,,"41.127338, -123.008008",41.127338,-123.008008,1,59.85,0,0,0,Offer A,0,0,1,1,Credit Card,1,7352,0,Q3,1,3,0,California,0,0,0,42,2564.13,0,0,0,2564.13,1,0,93052,0
33,11.42,26.78,Jamesmouth,6471,Month-to-Month,United States,7180-UAMCO,Stayed,0,0,Female,0,,"36.582064, -119.585569",36.582064,-119.585569,0,92.12,0,0,0,Offer A,0,0,0,0,Bank Withdrawal,1,38918,0,Q3,0,5,0,California,0,0,0,9,747.2,0,263.36,0,1010.56,0,0,93579,0
26,15.95,0,New Peggy,6478,Month-to-Month,United States,4819-WLIVK,Joined,0,0,Female,1,3,"36.221939, -121.236738",36.221939,-121.236738,0,32.94,0,0,5,Offer C,0,0,0,1,Bank Withdrawal,0,15572,1,Q3,1,5,0,California,0,0,1,35,1197.11,0,0,0,1197.11,1,1,90569,0
53,28.82,0,Anthonyberg,4567,Month-to-Month,United States,3903-KYPNH,Churned,0,0,Female,0,,"41.759498, -124.122876",41.759498,-124.122876,0,68.12,1,0,1,Offer B,0,0,0,0,Credit Card,1,7477,0,Q3,1,2,0,California,0,0,0,34,2190.47,36.72,0,0,2227.19,0,0,95135,1
